"","p","s","d","v","el","vp","klast"
"13753",0.43,6,76,0,271,1.002720237,0
"13754",0.48,6,76,0,271,0.999420483,0
"13755",0.48,6,76,1,271,1.008490462,0
"13756",0.48,6,76,0,271,0.975745752,0
"13757",0.39,6,81,0,271,0.992584837,0
"13758",0.4,6,81,1,271,1.014606673,0
"13759",0.4,6,81,1,271,1.007384865,0
"13760",0.41,6,81,1,271,1.008248008,0
"13761",0.42,6,81,1,271,1.011096257,0
"13762",0.42,6,81,1,271,1.010725493,0
"13763",0.43,6,81,0,271,1.001958221,0
"13764",0.43,6,81,0,271,1.003503434,0
"13765",0.44,6,81,1,271,1.008373515,0
"13766",0.44,6,81,0,271,0.936794945,0
"13767",0.39,6,86,0,271,1.00023536,0
"13768",0.4,6,86,0,271,0.96343652,0
"13769",0.41,6,86,0,271,0.989786647,0
"13770",0.4,6,86,0,271,0.957423584,0
"13771",0.41,6,86,1,271,1.009292533,0
"13772",0.42,6,86,1,271,1.011645325,0
"13773",0.43,6,86,0,271,0.999524327,0
"13774",0.44,6,86,0,271,1.002363949,0
"13775",0.44,6,86,1,271,1.009619607,0
"13776",0.45,6,86,0,271,0.985252433,0
"13777",0.39,6,91,0,271,1.001179265,0
"13778",0.4,6,91,0,271,0.96795835,0
"13779",0.42,6,91,1,271,1.05465346,0
"13780",0.41,6,91,0,271,0.976716227,0
"13781",0.4,6,91,1,271,1.009878798,0
"13782",0.4,6,91,1,271,1.008172112,0
"13783",0.4,6,91,0,271,0.954636628,0
"13784",0.41,6,91,0,271,0.998807874,0
"13785",0.42,6,91,0,271,0.998483151,0
"13786",0.42,6,91,0,271,0.968958533,0
"13787",0.4,6,96,0,271,1.001973073,0
"13788",0.41,6,96,0,271,0.971773716,0
"13789",0.42,6,96,1,271,1.054403166,0
"13790",0.42,6,96,0,271,0.975271443,0
"13791",0.41,6,96,1,271,1.010395173,0
"13792",0.4,6,96,1,271,1.010476003,0
"13793",0.39,6,96,1,271,1.010738474,0
"13794",0.38,6,96,1,271,1.010973026,0
"13795",0.39,6,96,1,271,1.009492036,0
"13796",0.4,6,96,0,271,0.988641544,0
"13797",0.4,6,101,0,271,1.002018988,0
"13798",0.41,6,101,0,271,0.971233549,0
"13799",0.42,6,101,1,271,1.055984977,0
"13800",0.42,6,101,0,271,0.976887002,0
"13801",0.41,6,101,1,271,1.009557075,0
"13802",0.4,6,101,1,271,1.010560453,0
"13803",0.39,6,101,1,271,1.010119009,0
"13804",0.39,6,101,0,271,0.983347064,0
"13805",0.38,6,101,1,271,1.007899775,0
"13806",0.38,6,101,0,271,0.980803628,0
"13807",0.4,6,106,0,271,1.000921858,0
"13808",0.41,6,106,0,271,0.973536484,0
"13809",0.42,6,106,1,271,1.02552538,0
"13810",0.43,6,106,1,271,1.02374171,0
"13811",0.42,6,106,0,271,1.001666043,0
"13812",0.42,6,106,1,271,1.021781706,0
"13813",0.41,6,106,1,271,1.010201207,0
"13814",0.4,6,106,0,271,0.986079242,0
"13815",0.39,6,106,1,271,1.008142031,0
"13816",0.38,6,106,0,271,0.98233157,0
"13817",0.4,6,111,0,271,1.00153753,0
"13818",0.41,6,111,0,271,1.002071172,0
"13819",0.42,6,111,0,271,0.965471525,0
"13820",0.43,6,111,1,271,1.055893106,0
"13821",0.44,6,111,1,271,1.005717435,0
"13822",0.43,6,111,0,271,1.003131816,0
"13823",0.42,6,111,0,271,0.987210403,0
"13824",0.41,6,111,1,271,1.007894963,0
"13825",0.4,6,111,1,271,1.009034275,0
"13826",0.39,6,111,0,271,0.993719819,0
"13827",0.4,6,116,0,271,1.002005198,0
"13828",0.41,6,116,0,271,0.96605238,0
"13829",0.42,6,116,0,271,1.001063217,0
"13830",0.43,6,116,1,271,1.055886479,0
"13831",0.44,6,116,1,271,1.005838018,0
"13832",0.44,6,116,1,271,1.005966136,0
"13833",0.43,6,116,0,271,0.97876034,0
"13834",0.42,6,116,1,271,1.00524312,0
"13835",0.42,6,116,1,271,1.006744483,0
"13836",0.41,6,116,0,271,0.979346642,0
"13837",0.4,6,121,0,271,1.001866468,0
"13838",0.41,6,121,0,271,0.963978529,0
"13839",0.42,6,121,0,271,1.000992354,0
"13840",0.43,6,121,1,271,1.058002732,0
"13841",0.44,6,121,1,271,1.005536484,0
"13842",0.44,6,121,1,271,1.005751798,0
"13843",0.44,6,121,0,271,0.979841967,0
"13844",0.43,6,121,0,271,1.004961615,0
"13845",0.42,6,121,1,271,1.006478664,0
"13846",0.41,6,121,0,271,0.98081657,0
"13847",0.39,6,126,0,271,1.002200204,0
"13848",0.4,6,126,0,271,0.963742602,0
"13849",0.41,6,126,0,271,1.001041364,0
"13850",0.42,6,126,1,271,1.057931795,0
"13851",0.43,6,126,1,271,1.005665887,0
"13852",0.44,6,126,1,271,1.005839316,0
"13853",0.45,6,126,0,271,0.983116662,0
"13854",0.45,6,126,1,271,1.005117739,0
"13855",0.44,6,126,0,271,0.970581933,0
"13856",0.43,6,126,1,271,1.018162925,0
"13857",0.38,6,131,0,271,1.000948511,0
"13858",0.39,6,131,0,271,1.000839546,0
"13859",0.4,6,131,0,271,1.001083254,0
"13860",0.41,6,131,1,271,1.057786101,0
"13861",0.42,6,131,1,271,1.005641804,0
"13862",0.43,6,131,1,271,1.005793016,0
"13863",0.44,6,131,0,271,0.985561969,0
"13864",0.44,6,131,0,271,0.969330755,0
"13865",0.45,6,131,0,271,1.004055918,0
"13866",0.45,6,131,1,271,1.007071311,0
"13867",0.37,6,136,0,271,1.001292037,0
"13868",0.38,6,136,0,271,1.00122763,0
"13869",0.39,6,136,0,271,1.00107863,0
"13870",0.4,6,136,0,271,1.001269247,0
"13871",0.41,6,136,1,271,1.005645343,0
"13872",0.42,6,136,1,271,1.005693649,0
"13873",0.42,6,136,0,271,0.987757846,0
"13874",0.43,6,136,0,271,0.968979117,0
"13875",0.44,6,136,0,271,1.004055224,0
"13876",0.45,6,136,0,271,1.004196508,0
"13877",0.37,6,141,0,271,1.001107311,0
"13878",0.38,6,141,0,271,1.001024663,0
"13879",0.38,6,141,0,271,1.000964558,0
"13880",0.39,6,141,0,271,1.001072332,0
"13881",0.4,6,141,1,271,1.005451142,0
"13882",0.41,6,141,1,271,1.00547477,0
"13883",0.42,6,141,0,271,0.988363953,0
"13884",0.42,6,141,0,271,1.003690247,0
"13885",0.43,6,141,0,271,1.003808173,0
"13886",0.44,6,141,0,271,1.003999116,0
"13887",0.36,6,146,0,271,1.001869874,0
"13888",0.37,6,146,0,271,1.001791596,0
"13889",0.37,6,146,0,271,1.001693282,0
"13890",0.38,6,146,0,271,1.001723248,0
"13891",0.39,6,146,0,271,0.968480844,0
"13892",0.4,6,146,0,271,1.004431804,0
"13893",0.41,6,146,0,271,0.986528396,0
"13894",0.41,6,146,0,271,1.003636241,0
"13895",0.42,6,146,0,271,1.003788541,0
"13896",0.43,6,146,0,271,1.003934181,0
"13897",0.35,6,151,0,271,1.002067425,0
"13898",0.36,6,151,0,271,1.00192874,0
"13899",0.36,6,151,0,271,1.00183769,0
"13900",0.37,6,151,0,271,1.001695803,0
"13901",0.38,6,151,0,271,0.967754212,0
"13902",0.39,6,151,0,271,1.004320029,0
"13903",0.39,6,151,0,271,0.988228239,0
"13904",0.4,6,151,0,271,1.00372577,0
"13905",0.41,6,151,0,271,1.003774016,0
"13906",0.42,6,151,0,271,1.003921228,0
"13907",0.34,6,156,0,271,1.002157789,0
"13908",0.35,6,156,0,271,1.001970231,0
"13909",0.35,6,156,0,271,1.001835355,0
"13910",0.36,6,156,0,271,0.952482884,0
"13911",0.37,6,156,1,271,1.059724675,0
"13912",0.37,6,156,0,271,1.004071043,0
"13913",0.38,6,156,0,271,0.991417059,0
"13914",0.39,6,156,0,271,1.003628543,0
"13915",0.4,6,156,0,271,1.003748515,0
"13916",0.4,6,156,0,271,1.004080525,0
"13917",0.34,6,161,0,271,1.00224276,0
"13918",0.34,6,161,0,271,1.001780616,0
"13919",0.35,6,161,0,271,1.001662432,0
"13920",0.36,6,161,0,271,0.923246326,0
"13921",0.36,6,161,1,271,1.040016226,0
"13922",0.37,6,161,0,271,0.984907022,0
"13923",0.38,6,161,0,271,0.971381177,0
"13924",0.38,6,161,0,271,0.9892591,0
"13925",0.39,6,161,0,271,0.992352834,0
"13926",0.4,6,161,0,271,0.994704529,0
"13927",0.33,6,166,0,271,0.972765177,0
"13928",0.33,6,166,0,271,0.971498112,0
"13929",0.34,6,166,0,271,0.972557798,0
"13930",0.34,6,166,0,271,0.923997685,0
"13931",0.35,6,166,1,271,1.039586048,0
"13932",0.36,6,166,0,271,0.983484192,0
"13933",0.36,6,166,0,271,0.970938041,0
"13934",0.37,6,166,0,271,0.987200525,0
"13935",0.38,6,166,0,271,0.991836807,0
"13936",0.38,6,166,0,271,0.98763652,0
"13937",0.32,6,171,0,271,0.97327393,0
"13938",0.32,6,171,0,271,0.972226635,0
"13939",0.33,6,171,0,271,0.953067427,0
"13940",0.33,6,171,0,271,0.971205953,0
"13941",0.34,6,171,1,271,1.038558499,0
"13942",0.35,6,171,0,271,0.982080219,0
"13943",0.35,6,171,0,271,0.972326836,0
"13944",0.36,6,171,0,271,0.978842938,0
"13945",0.36,6,171,0,271,0.984533004,0
"13946",0.37,6,171,0,271,0.988019211,0
"13947",0.31,6,176,0,271,0.973474075,0
"13948",0.31,6,176,0,271,1.002983303,0
"13949",0.32,6,176,0,271,1.001347512,0
"13950",0.32,6,176,0,271,1.00097807,0
"13951",0.33,6,176,1,271,1.062330448,0
"13952",0.34,6,176,0,271,0.981993885,0
"13953",0.34,6,176,0,271,0.964262408,0
"13954",0.35,6,176,0,271,0.979095177,0
"13955",0.35,6,176,0,271,0.982772326,0
"13956",0.36,6,176,0,271,0.988188135,0
"13957",0.3,6,181,0,271,1.003199548,1
"13958",0.31,6,181,0,271,1.002768447,1
"13959",0.31,6,181,0,271,1.001228941,1
"13960",0.32,6,181,0,271,1.000892712,1
"13961",0.32,6,181,0,271,1.004077068,1
"13962",0.33,6,181,0,271,1.003687985,1
"13963",0.33,6,181,0,271,0.989782141,1
"13964",0.34,6,181,0,271,1.002180828,1
"13965",0.35,6,181,0,271,0.985429132,1
"13966",0.35,6,181,0,271,0.988708042,1
"13967",0.3,6,186,0,271,1.001767748,0
"13968",0.3,6,186,0,271,1.001251397,0
"13969",0.31,6,186,0,271,1.000940418,0
"13970",0.31,6,186,0,271,1.004063253,0
"13971",0.32,6,186,0,271,1.003556909,0
"13972",0.32,6,186,0,271,1.002954529,0
"13973",0.33,6,186,0,271,1.002286934,0
"13974",0.34,6,186,0,271,1.00201602,0
"13975",0.34,6,186,0,271,0.988922949,0
"13976",0.39,6,46,0,286,0.92884312,0
"13977",0.38,6,46,1,286,1.169430768,0
"13978",0.37,6,46,1,286,1.070613974,0
"13979",0.38,6,46,0,286,0.945983976,0
"13980",0.39,6,46,0,286,0.995932211,0
"13981",0.39,6,46,0,286,0.963159333,0
"13982",0.44,6,46,0,286,0.956631132,0
"13983",0.45,6,46,0,286,0.962954801,0
"13984",0.44,6,46,0,286,0.968501561,0
"13985",0.43,6,46,0,286,0.965167492,0
"13986",0.4,6,51,1,286,1.074858687,0
"13987",0.4,6,51,1,286,1.129246977,0
"13988",0.39,6,51,0,286,0.864519962,0
"13989",0.38,6,51,1,286,1.09117908,0
"13990",0.4,6,51,0,286,0.993876872,0
"13991",0.4,6,51,0,286,0.995928775,0
"13992",0.4,6,51,0,286,1.00052645,0
"13993",0.4,6,51,0,286,0.962289983,0
"13994",0.4,6,51,0,286,0.965346589,0
"13995",0.42,6,51,0,286,0.967284886,0
"13996",0.42,6,56,1,286,1.027336912,0
"13997",0.41,6,56,0,286,0.839526858,0
"13998",0.4,6,56,0,286,0.952372331,0
"13999",0.39,6,56,0,286,0.997778109,0
"14000",0.38,6,56,0,286,0.99424457,0
"14001",0.4,6,56,0,286,0.99215936,0
"14002",0.41,6,56,0,286,0.991155823,0
"14003",0.4,6,56,0,286,0.992316666,0
"14004",0.4,6,56,0,286,0.992488416,0
"14005",0.42,6,56,0,286,0.969756729,0
"14006",0.35,6,61,1,286,1.081594772,0
"14007",0.36,6,61,0,286,0.857801714,0
"14008",0.36,6,61,0,286,0.976323143,0
"14009",0.39,6,61,1,286,1.086140487,0
"14010",0.38,6,61,0,286,1.004628014,0
"14011",0.39,6,61,0,286,0.987575184,0
"14012",0.41,6,61,0,286,0.987674118,0
"14013",0.41,6,61,0,286,0.988666659,0
"14014",0.4,6,61,0,286,0.988819274,0
"14015",0.41,6,61,0,286,0.972356769,0
"14016",0.35,6,66,0,286,0.965807504,0
"14017",0.36,6,66,0,286,0.953465932,0
"14018",0.36,6,66,0,286,0.972486743,0
"14019",0.37,6,66,1,286,1.086473962,0
"14020",0.37,6,66,0,286,0.993731933,0
"14021",0.38,6,66,0,286,0.991821437,0
"14022",0.38,6,66,0,286,0.982548454,0
"14023",0.38,6,66,0,286,0.984876011,0
"14024",0.38,6,66,0,286,0.986612881,0
"14025",0.39,6,66,0,286,0.991736864,0
"14026",0.34,6,71,0,286,0.883048949,0
"14027",0.35,6,71,1,286,1.019112806,0
"14028",0.35,6,71,0,286,0.949775189,0
"14029",0.36,6,71,1,286,1.073799742,0
"14030",0.37,6,71,0,286,0.989679019,0
"14031",0.37,6,71,0,286,0.990214827,0
"14032",0.37,6,71,0,286,0.993484261,0
"14033",0.37,6,71,0,286,0.984115432,0
"14034",0.38,6,71,0,286,0.985459432,0
"14035",0.39,6,71,0,286,0.983156695,0
"14036",0.33,6,76,0,286,0.904199533,0
"14037",0.34,6,76,1,286,1.10867907,0
"14038",0.35,6,76,0,286,0.951872296,0
"14039",0.35,6,76,0,286,0.960828735,0
"14040",0.36,6,76,0,286,0.98804928,0
"14041",0.37,6,76,0,286,0.990581117,0
"14042",0.37,6,76,0,286,0.991355944,0
"14043",0.37,6,76,0,286,0.992240913,0
"14044",0.35,6,76,0,286,0.947443532,0
"14045",0.36,6,76,0,286,0.952940135,0
"14046",0.33,6,81,0,286,0.90605024,0
"14047",0.33,6,81,1,286,1.112554332,0
"14048",0.34,6,81,0,286,0.985734873,0
"14049",0.35,6,81,0,286,0.96159756,0
"14050",0.35,6,81,0,286,0.989726196,0
"14051",0.36,6,81,0,286,0.990427179,0
"14052",0.37,6,81,0,286,0.991703318,0
"14053",0.36,6,81,0,286,0.965981048,0
"14054",0.35,6,81,0,286,0.962252353,0
"14055",0.35,6,81,0,286,0.976590832,0
"14056",0.31,6,86,0,286,0.998096862,0
"14057",0.32,6,86,1,286,1.02460008,0
"14058",0.33,6,86,1,286,1.103315305,0
"14059",0.33,6,86,0,286,0.965656437,0
"14060",0.34,6,86,0,286,0.989729428,0
"14061",0.35,6,86,0,286,0.991276521,0
"14062",0.36,6,86,0,286,0.99172655,0
"14063",0.37,6,86,0,286,0.969290713,0
"14064",0.36,6,86,0,286,0.989543828,0
"14065",0.34,6,86,0,286,0.989507899,0
"14066",0.3,6,91,0,286,1.000753545,0
"14067",0.3,6,91,0,286,1.002744558,0
"14068",0.31,6,91,1,286,1.026812984,0
"14069",0.32,6,91,0,286,0.969400417,0
"14070",0.33,6,91,0,286,0.991029771,0
"14071",0.34,6,91,0,286,0.991626073,0
"14072",0.35,6,91,0,286,0.975977437,0
"14073",0.36,6,91,0,286,0.990945606,0
"14074",0.36,6,91,0,286,0.990533212,0
"14075",0.35,6,91,0,286,0.990486971,0
"14076",0.3,6,96,1,286,1.057037505,0
"14077",0.3,6,96,1,286,1.027161823,0
"14078",0.31,6,96,0,286,0.972640761,0
"14079",0.32,6,96,0,286,0.99290794,0
"14080",0.33,6,96,0,286,0.992900305,0
"14081",0.34,6,96,0,286,0.98059861,0
"14082",0.35,6,96,0,286,0.992316475,0
"14083",0.36,6,96,0,286,0.992326285,0
"14084",0.35,6,96,0,286,0.991725312,0
"14085",0.43,6,46,0,301,0.897755827,0
"14086",0.43,6,46,1,301,1.125634571,0
"14087",0.43,6,46,0,301,0.935417215,0
"14088",0.43,6,46,1,301,1.133005405,0
"14089",0.43,6,46,1,301,1.033685299,0
"14090",0.43,6,46,1,301,1.034389402,0
"14091",0.43,6,46,1,301,1.033750778,0
"14092",0.43,6,46,0,301,0.943908639,0
"14093",0.42,6,46,0,301,0.932162243,0
"14094",0.42,6,46,1,301,1.009481533,0
"14095",0.42,6,51,0,301,0.907653547,0
"14096",0.42,6,51,0,301,0.935501841,0
"14097",0.42,6,51,1,301,1.104397957,0
"14098",0.42,6,51,1,301,1.018266973,0
"14099",0.42,6,51,1,301,1.020887909,0
"14100",0.43,6,51,1,301,1.018608675,0
"14101",0.43,6,51,1,301,1.016249569,0
"14102",0.43,6,51,1,301,1.013252464,0
"14103",0.43,6,51,1,301,1.009573216,0
"14104",0.42,6,51,1,301,1.005912868,0
"14105",0.4,6,56,0,301,0.951395316,0
"14106",0.4,6,56,0,301,0.938280302,0
"14107",0.4,6,56,1,301,1.086641215,0
"14108",0.4,6,56,1,301,1.011026007,0
"14109",0.4,6,56,1,301,1.012930351,0
"14110",0.4,6,56,1,301,1.015248395,0
"14111",0.4,6,56,1,301,1.015193545,0
"14112",0.39,6,56,1,301,1.016189418,0
"14113",0.39,6,56,0,301,0.952093756,0
"14114",0.39,6,56,0,301,0.941635059,0
"14115",0.39,6,61,0,301,0.955753848,0
"14116",0.39,6,61,0,301,0.927424242,0
"14117",0.38,6,61,1,301,1.082926916,0
"14118",0.38,6,61,1,301,1.007598231,0
"14119",0.38,6,61,1,301,1.010053733,0
"14120",0.38,6,61,1,301,1.01212426,0
"14121",0.38,6,61,1,301,1.012402685,0
"14122",0.38,6,61,1,301,1.012581587,0
"14123",0.38,6,61,0,301,0.949442961,0
"14124",0.37,6,61,0,301,0.836733018,0
"14125",0.37,6,66,1,301,1.00771308,0
"14126",0.37,6,66,0,301,0.93522162,0
"14127",0.37,6,66,1,301,1.072508504,0
"14128",0.37,6,66,1,301,1.005200091,0
"14129",0.37,6,66,1,301,1.007247577,0
"14130",0.37,6,66,1,301,1.008895118,0
"14131",0.36,6,66,1,301,1.009654348,0
"14132",0.36,6,66,1,301,1.010809154,0
"14133",0.36,6,66,0,301,0.905100982,0
"14134",0.36,6,66,0,301,0.894511203,0
"14135",0.35,6,71,1,301,1.060116767,0
"14136",0.35,6,71,0,301,0.949981845,0
"14137",0.35,6,71,0,301,1.000487777,0
"14138",0.35,6,71,0,301,1.001692547,0
"14139",0.35,6,71,0,301,1.00219964,0
"14140",0.35,6,71,0,301,1.003304479,0
"14141",0.35,6,71,1,301,1.005035593,0
"14142",0.34,6,71,0,301,0.965286354,0
"14143",0.34,6,71,0,301,0.961050233,0
"14144",0.34,6,71,0,301,0.990094371,0
"14145",0.33,6,76,0,301,1.003120554,0
"14146",0.33,6,76,1,301,1.007374918,0
"14147",0.33,6,76,0,301,0.956363281,0
"14148",0.33,6,76,0,301,1.001334883,0
"14149",0.33,6,76,0,301,1.002045701,0
"14150",0.33,6,76,0,301,1.002226754,0
"14151",0.33,6,76,0,301,0.980020399,0
"14152",0.33,6,76,0,301,1.000998946,0
"14153",0.32,6,76,1,301,1.057602673,0
"14154",0.32,6,76,1,301,1.057520917,0
"14155",0.32,6,81,0,301,0.995099489,0
"14156",0.32,6,81,0,301,0.951507091,0
"14157",0.32,6,81,0,301,0.997651287,0
"14158",0.32,6,81,0,301,0.997941,0
"14159",0.32,6,81,0,301,0.998226952,0
"14160",0.32,6,81,1,301,1.023002834,0
"14161",0.32,6,81,0,301,0.987833354,0
"14162",0.32,6,81,0,301,0.998824669,0
"14163",0.32,6,81,1,301,1.023600163,0
"14164",0.32,6,81,1,301,1.073318935,0
"14165",0.32,6,86,1,301,1.080647313,0
"14166",0.32,6,86,0,301,1.000220362,0
"14167",0.32,6,86,0,301,0.99706155,0
"14168",0.32,6,86,0,301,0.997150636,0
"14169",0.32,6,86,0,301,0.996893458,0
"14170",0.32,6,86,1,301,1.015808358,0
"14171",0.32,6,86,0,301,0.998420968,0
"14172",0.32,6,86,0,301,0.998050232,0
"14173",0.31,6,86,1,301,1.005155396,0
"14174",0.31,6,86,1,301,1.091026477,0
"14175",0.32,6,91,1,301,1.076202466,0
"14176",0.32,6,91,0,301,1.000109733,0
"14177",0.32,6,91,0,301,0.997215036,0
"14178",0.32,6,91,0,301,0.997288375,0
"14179",0.32,6,91,0,301,0.989514504,0
"14180",0.32,6,91,1,301,1.027539414,0
"14181",0.32,6,91,0,301,0.998135064,0
"14182",0.32,6,91,0,301,1.003671264,0
"14183",0.31,6,91,0,301,1.003294184,0
"14184",0.31,6,91,0,301,0.989565479,0
"14185",0.31,6,96,1,301,1.073284618,0
"14186",0.31,6,96,0,301,1.000103375,0
"14187",0.31,6,96,0,301,0.997262058,0
"14188",0.31,6,96,0,301,0.987772937,0
"14189",0.31,6,96,0,301,0.995661208,0
"14190",0.31,6,96,1,301,1.031728569,0
"14191",0.31,6,96,0,301,0.91799853,0
"14192",0.31,6,96,0,301,0.991716084,0
"14193",0.31,6,96,1,301,1.072285614,0
"14194",0.31,6,96,0,301,0.985551138,0
"14195",0.31,6,101,0,301,1.001982716,0
"14196",0.31,6,101,0,301,0.958086321,0
"14197",0.3,6,101,0,301,0.998239902,0
"14198",0.31,6,101,0,301,0.988186356,0
"14199",0.31,6,101,0,301,0.996434875,0
"14200",0.31,6,101,1,301,1.033779793,0
"14201",0.31,6,101,0,301,0.917454762,0
"14202",0.31,6,101,1,301,1.075795043,0
"14203",0.31,6,101,1,301,1.073781613,0
"14204",0.3,6,101,0,301,0.985535435,0
"14205",0.3,6,106,0,301,1.003193763,0
"14206",0.3,6,106,0,301,0.960967757,0
"14207",0.42,6,46,0,316,0.90760231,0
"14208",0.42,6,46,0,316,0.92783431,0
"14209",0.42,6,46,0,316,1.003052106,0
"14210",0.42,6,46,1,316,1.102233589,0
"14211",0.42,6,46,1,316,1.023876013,0
"14212",0.42,6,46,1,316,1.027618463,0
"14213",0.42,6,46,1,316,1.030323242,0
"14214",0.42,6,46,0,316,0.912045877,0
"14215",0.42,6,46,1,316,1.005684098,0
"14216",0.42,6,46,1,316,1.006573615,0
"14217",0.41,6,51,0,316,0.92917177,0
"14218",0.41,6,51,0,316,0.945971962,0
"14219",0.41,6,51,1,316,1.095777423,0
"14220",0.41,6,51,1,316,1.015716262,0
"14221",0.41,6,51,1,316,1.018739701,0
"14222",0.41,6,51,1,316,1.020895026,0
"14223",0.41,6,51,1,316,1.022230866,0
"14224",0.41,6,51,0,316,0.947455248,0
"14225",0.41,6,51,0,316,0.93450816,0
"14226",0.41,6,51,1,316,1.007039141,0
"14227",0.39,6,56,0,316,0.946210142,0
"14228",0.39,6,56,0,316,0.995822512,0
"14229",0.39,6,56,1,316,1.083158802,0
"14230",0.39,6,56,1,316,1.011385184,0
"14231",0.39,6,56,1,316,1.014410167,0
"14232",0.39,6,56,1,316,1.016825341,0
"14233",0.39,6,56,1,316,1.018600819,0
"14234",0.39,6,56,0,316,0.949771687,0
"14235",0.39,6,56,0,316,0.940243518,0
"14236",0.4,6,56,0,316,0.992149698,0
"14237",0.38,6,61,1,316,1.074414016,0
"14238",0.38,6,61,0,316,0.925415663,0
"14239",0.38,6,61,1,316,1.079385272,0
"14240",0.38,6,61,1,316,1.009408074,0
"14241",0.38,6,61,1,316,1.011741772,0
"14242",0.38,6,61,1,316,1.013884258,0
"14243",0.38,6,61,1,316,1.01557565,0
"14244",0.38,6,61,1,316,1.016716161,0
"14245",0.38,6,61,0,316,0.952953562,0
"14246",0.38,6,61,1,316,1.006573435,0
"14247",0.36,6,66,1,316,1.066355099,0
"14248",0.36,6,66,0,316,0.876977985,0
"14249",0.36,6,66,1,316,1.070193227,0
"14250",0.36,6,66,1,316,1.006908759,0
"14251",0.36,6,66,1,316,1.008965234,0
"14252",0.36,6,66,1,316,1.010773101,0
"14253",0.36,6,66,1,316,1.012214385,0
"14254",0.36,6,66,0,316,0.962919074,0
"14255",0.36,6,66,0,316,0.981922021,0
"14256",0.36,6,66,0,316,0.941041348,0
"14257",0.34,6,71,0,316,1.004557181,0
"14258",0.34,6,71,0,316,0.99827203,0
"14259",0.34,6,71,0,316,0.947235726,0
"14260",0.35,6,71,0,316,1.002469079,0
"14261",0.35,6,71,0,316,1.003645319,0
"14262",0.35,6,71,0,316,1.004786649,0
"14263",0.35,6,71,1,316,1.005805125,0
"14264",0.34,6,71,0,316,0.964087449,0
"14265",0.34,6,71,0,316,0.982352305,0
"14266",0.35,6,71,0,316,0.947074399,0
"14267",0.33,6,76,1,316,1.006449654,0
"14268",0.33,6,76,0,316,0.95467057,0
"14269",0.33,6,76,0,316,0.952311118,0
"14270",0.33,6,76,0,316,1.002568031,0
"14271",0.33,6,76,0,316,0.996219418,0
"14272",0.33,6,76,0,316,0.9955983,0
"14273",0.33,6,76,0,316,0.964937493,0
"14274",0.33,6,76,1,316,1.061624942,0
"14275",0.33,6,76,0,316,1.004727491,0
"14276",0.33,6,76,0,316,0.956862711,0
"14277",0.33,6,81,1,316,1.069167157,0
"14278",0.32,6,81,0,316,0.991163551,0
"14279",0.32,6,81,0,316,0.985853539,0
"14280",0.32,6,81,0,316,0.951333827,0
"14281",0.32,6,81,0,316,1.004549628,0
"14282",0.32,6,81,0,316,0.9966795,0
"14283",0.32,6,81,1,316,1.020987026,0
"14284",0.32,6,81,1,316,1.00703234,0
"14285",0.32,6,81,1,316,1.013564365,0
"14286",0.32,6,81,0,316,0.939013992,0
"14287",0.32,6,86,1,316,1.065475397,0
"14288",0.32,6,86,0,316,0.993309918,0
"14289",0.32,6,86,0,316,0.989155996,0
"14290",0.32,6,86,0,316,0.999004788,0
"14291",0.32,6,86,0,316,0.998205176,0
"14292",0.32,6,86,1,316,1.032021287,0
"14293",0.32,6,86,1,316,1.055044677,0
"14294",0.31,6,86,0,316,0.9960713,0
"14295",0.32,6,86,0,316,1.001521539,0
"14296",0.32,6,86,0,316,0.989661963,0
"14297",0.31,6,91,0,316,0.996348697,0
"14298",0.31,6,91,0,316,0.995472769,0
"14299",0.31,6,91,0,316,0.991547959,0
"14300",0.31,6,91,0,316,0.999358526,0
"14301",0.31,6,91,1,316,1.018325762,0
"14302",0.31,6,91,0,316,1.001467484,0
"14303",0.31,6,91,1,316,1.067059608,0
"14304",0.31,6,91,0,316,1.001613923,0
"14305",0.31,6,91,0,316,1.001352054,0
"14306",0.31,6,91,0,316,0.989022493,0
"14307",0.3,6,96,0,316,0.991048379,0
"14308",0.3,6,96,0,316,0.990010149,0
"14309",0.3,6,96,0,316,0.985491838,0
"14310",0.3,6,96,1,316,1.03123566,0
"14311",0.3,6,96,0,316,1.002632201,0
"14312",0.3,6,96,1,316,1.035607401,0
"14313",0.3,6,96,0,316,0.937626699,0
"14314",0.31,6,96,0,316,0.983651348,0
"14315",0.31,6,96,0,316,0.983474531,0
"14316",0.31,6,96,0,316,0.997595689,0
