"","p","s","d","v","el","vp","klast"
"13171",0.37,6,311,0,241,0.991831792,0
"13172",0.37,6,311,0,241,0.990626654,0
"13173",0.35,6,316,0,241,0.95977351,1
"13174",0.34,6,316,0,241,0.958470481,1
"13175",0.34,6,316,0,241,0.957449828,1
"13176",0.34,6,316,0,241,0.953723634,1
"13177",0.34,6,316,0,241,0.955090261,1
"13178",0.34,6,316,0,241,0.958566359,1
"13179",0.35,6,316,0,241,0.987058282,1
"13180",0.35,6,316,0,241,0.989168171,1
"13181",0.36,6,316,0,241,0.991253412,1
"13182",0.37,6,316,0,241,0.990116981,1
"13183",0.34,6,321,0,241,0.956918749,1
"13184",0.34,6,321,0,241,0.958836257,1
"13185",0.34,6,321,0,241,0.957846689,1
"13186",0.34,6,321,0,241,0.954417717,1
"13187",0.34,6,321,0,241,0.955525286,1
"13188",0.34,6,321,0,241,0.956503777,1
"13189",0.34,6,321,0,241,0.95823878,1
"13190",0.35,6,321,0,241,0.989180782,1
"13191",0.36,6,321,0,241,0.989998167,1
"13192",0.36,6,321,0,241,0.990292927,1
"13193",0.33,6,326,0,241,0.960616587,1
"13194",0.33,6,326,0,241,0.959395478,1
"13195",0.33,6,326,0,241,0.95846395,1
"13196",0.33,6,326,0,241,0.956782087,1
"13197",0.33,6,326,0,241,0.956132243,1
"13198",0.33,6,326,0,241,0.957117165,1
"13199",0.33,6,326,0,241,0.958702932,1
"13200",0.34,6,326,0,241,0.988694781,1
"13201",0.35,6,326,0,241,0.989176954,1
"13202",0.35,6,326,0,241,0.989876437,1
"13203",0.32,6,331,0,241,0.960979377,1
"13204",0.32,6,331,0,241,0.960152388,1
"13205",0.32,6,331,0,241,0.959206729,1
"13206",0.32,6,331,0,241,0.95754896,1
"13207",0.32,6,331,0,241,0.956865816,1
"13208",0.32,6,331,0,241,0.95784734,1
"13209",0.32,6,331,0,241,0.95743406,1
"13210",0.33,6,331,0,241,0.988255945,1
"13211",0.34,6,331,0,241,0.988832946,1
"13212",0.35,6,331,0,241,0.99033441,1
"13213",0.32,6,336,0,241,0.961497036,1
"13214",0.31,6,336,0,241,0.960976479,1
"13215",0.31,6,336,0,241,0.960065972,1
"13216",0.31,6,336,0,241,0.95843,1
"13217",0.31,6,336,0,241,0.958790419,1
"13218",0.31,6,336,0,241,0.9586854,1
"13219",0.31,6,336,0,241,0.958005045,1
"13220",0.32,6,336,0,241,0.987206064,1
"13221",0.33,6,336,0,241,0.98854459,1
"13222",0.34,6,336,0,241,0.990207522,1
"13223",0.31,6,341,0,241,0.962105781,1
"13224",0.31,6,341,0,241,0.961579331,1
"13225",0.31,6,341,0,241,0.960747961,1
"13226",0.31,6,341,0,241,0.959125258,1
"13227",0.31,6,341,0,241,0.958436106,1
"13228",0.3,6,341,0,241,0.959359474,1
"13229",0.31,6,341,0,241,0.986077253,1
"13230",0.31,6,341,0,241,0.987468876,1
"13231",0.32,6,341,0,241,0.988831582,1
"13232",0.33,6,341,0,241,0.99051106,1
"13233",0.3,6,346,0,241,0.962845043,0
"13234",0.3,6,346,0,241,0.962565333,0
"13235",0.3,6,346,0,241,0.961773857,0
"13236",0.3,6,346,0,241,0.960169766,0
"13237",0.5,6,46,1,256,1.005954754,0
"13238",0.5,6,46,0,256,0.990064132,0
"13239",0.51,6,46,0,256,0.992309282,0
"13240",0.5,6,46,0,256,0.815894798,0
"13241",0.5,6,46,0,256,0.959123844,0
"13242",0.5,6,46,0,256,0.96024826,0
"13243",0.49,6,46,0,256,0.969548249,0
"13244",0.49,6,46,0,256,0.973296412,0
"13245",0.49,6,46,0,256,0.982164914,0
"13246",0.49,6,46,0,256,0.993621181,0
"13247",0.51,6,51,1,256,1.005995296,0
"13248",0.52,6,51,0,256,0.987157678,0
"13249",0.52,6,51,0,256,0.987140907,0
"13250",0.52,6,51,0,256,0.856696902,0
"13251",0.52,6,51,0,256,0.972030151,0
"13252",0.52,6,51,0,256,0.968577559,0
"13253",0.51,6,51,0,256,0.969135621,0
"13254",0.51,6,51,0,256,0.978155314,0
"13255",0.51,6,51,0,256,0.961474423,0
"13256",0.51,6,51,0,256,0.985728679,0
"13257",0.52,6,56,0,256,0.988223223,0
"13258",0.52,6,56,0,256,0.987494522,0
"13259",0.52,6,56,0,256,0.98737528,0
"13260",0.52,6,56,0,256,0.9159981,0
"13261",0.53,6,56,0,256,0.945022602,0
"13262",0.53,6,56,0,256,0.972901947,0
"13263",0.53,6,56,0,256,0.973059649,0
"13264",0.53,6,56,0,256,0.98617712,0
"13265",0.52,6,56,0,256,0.976003349,0
"13266",0.52,6,56,0,256,0.989668663,0
"13267",0.51,6,61,0,256,0.988591634,1
"13268",0.51,6,61,0,256,0.988073117,1
"13269",0.51,6,61,0,256,0.987829801,1
"13270",0.52,6,61,0,256,0.916965363,1
"13271",0.53,6,61,0,256,0.95175704,1
"13272",0.53,6,61,0,256,0.975923047,1
"13273",0.53,6,61,0,256,0.976103447,1
"13274",0.53,6,61,0,256,0.990202272,1
"13275",0.52,6,61,0,256,0.99257938,1
"13276",0.52,6,61,0,256,0.980529402,1
"13277",0.51,6,66,0,256,0.992365329,1
"13278",0.51,6,66,0,256,0.959924002,1
"13279",0.51,6,66,0,256,0.941852554,1
"13280",0.52,6,66,0,256,0.939824777,1
"13281",0.52,6,66,0,256,0.982751328,1
"13282",0.52,6,66,0,256,0.999905692,1
"13283",0.53,6,66,0,256,0.981893084,1
"13284",0.53,6,66,0,256,0.951696787,1
"13285",0.53,6,66,0,256,1.003625825,1
"13286",0.53,6,66,0,256,0.983127525,1
"13287",0.51,6,71,1,256,1.031494142,0
"13288",0.51,6,71,0,256,0.992156522,0
"13289",0.51,6,71,0,256,0.952115815,0
"13290",0.51,6,71,0,256,0.98562624,0
"13291",0.52,6,71,0,256,0.984653965,0
"13292",0.52,6,71,1,256,1.024392055,0
"13293",0.52,6,71,0,256,0.986775447,0
"13294",0.52,6,71,0,256,0.949294742,0
"13295",0.53,6,71,1,256,1.007083609,0
"13296",0.53,6,71,1,256,1.00901859,0
"13297",0.5,6,76,1,256,1.0285515,0
"13298",0.51,6,76,0,256,0.963438881,0
"13299",0.51,6,76,0,256,0.9899798,0
"13300",0.51,6,76,0,256,0.956349291,0
"13301",0.51,6,76,0,256,0.989186065,0
"13302",0.51,6,76,1,256,1.02831511,0
"13303",0.52,6,76,0,256,0.959493023,0
"13304",0.52,6,76,0,256,0.988009651,0
"13305",0.52,6,76,1,256,1.02311466,0
"13306",0.52,6,76,1,256,1.023977586,0
"13307",0.49,6,81,0,256,0.9906997,0
"13308",0.5,6,81,0,256,0.964006581,0
"13309",0.5,6,81,0,256,0.990757446,0
"13310",0.5,6,81,0,256,0.990055877,0
"13311",0.5,6,81,0,256,0.990154859,0
"13312",0.51,6,81,0,256,0.992709909,0
"13313",0.51,6,81,0,256,0.992217746,0
"13314",0.51,6,81,0,256,0.988829157,0
"13315",0.51,6,81,1,256,1.02566532,0
"13316",0.51,6,81,1,256,1.026334326,0
"13317",0.48,6,86,0,256,0.981535138,0
"13318",0.48,6,86,0,256,0.959315548,0
"13319",0.48,6,86,0,256,0.988086832,0
"13320",0.47,6,86,1,256,1.029810148,0
"13321",0.47,6,86,0,256,0.990687788,0
"13322",0.46,6,86,0,256,0.985842416,0
"13323",0.48,6,86,0,256,0.985205674,0
"13324",0.48,6,86,1,256,1.020504638,0
"13325",0.49,6,86,0,256,0.97171067,0
"13326",0.5,6,86,0,256,0.980466222,0
"13327",0.47,6,91,1,256,1.026416025,0
"13328",0.47,6,91,0,256,0.984196304,0
"13329",0.47,6,91,0,256,0.990575673,0
"13330",0.48,6,91,1,256,1.031168291,0
"13331",0.48,6,91,0,256,0.991202115,0
"13332",0.48,6,91,0,256,0.989995101,0
"13333",0.48,6,91,1,256,1.034444068,0
"13334",0.47,6,91,0,256,0.983307964,0
"13335",0.48,6,91,0,256,0.985623006,0
"13336",0.49,6,91,1,256,1.032457098,0
"13337",0.45,6,96,0,256,0.982350318,0
"13338",0.45,6,96,1,256,1.029909905,0
"13339",0.46,6,96,0,256,0.993975586,0
"13340",0.46,6,96,0,256,0.994215705,0
"13341",0.46,6,96,0,256,0.991981649,0
"13342",0.47,6,96,1,256,1.035435433,0
"13343",0.47,6,96,0,256,0.992361608,0
"13344",0.47,6,96,0,256,0.940754931,0
"13345",0.47,6,96,1,256,1.033654402,0
"13346",0.47,6,96,0,256,0.999481501,0
"13347",0.43,6,101,0,256,0.988657524,0
"13348",0.44,6,101,1,256,1.039359366,0
"13349",0.44,6,101,0,256,0.994924768,0
"13350",0.45,6,101,0,256,0.994524376,0
"13351",0.45,6,101,1,256,1.035935484,0
"13352",0.45,6,101,0,256,0.993401081,0
"13353",0.46,6,101,0,256,0.992930296,0
"13354",0.46,6,101,0,256,0.984785705,0
"13355",0.46,6,101,1,256,1.034283695,0
"13356",0.47,6,101,1,256,1.030961413,0
"13357",0.39,6,106,1,256,1.057948065,0
"13358",0.39,6,106,1,256,1.033905461,0
"13359",0.4,6,106,1,256,1.101006841,0
"13360",0.43,6,106,1,256,1.038025783,0
"13361",0.43,6,106,1,256,1.037939005,0
"13362",0.43,6,106,0,256,0.997918423,0
"13363",0.44,6,106,1,256,1.036778995,0
"13364",0.44,6,106,0,256,0.988149548,0
"13365",0.45,6,106,1,256,1.031016827,0
"13366",0.46,6,106,1,256,1.029278365,0
"13367",0.37,6,111,1,256,1.060568797,0
"13368",0.38,6,111,1,256,1.046562346,0
"13369",0.38,6,111,1,256,1.054967236,0
"13370",0.39,6,111,1,256,1.00788056,0
"13371",0.4,6,111,1,256,1.007582252,0
"13372",0.41,6,111,1,256,1.007746692,0
"13373",0.42,6,111,1,256,1.00777954,0
"13374",0.43,6,111,0,256,0.954527406,0
"13375",0.44,6,111,0,256,0.995229786,0
"13376",0.45,6,111,0,256,0.995011288,0
"13377",0.37,6,116,1,256,1.013375197,0
"13378",0.37,6,116,1,256,1.053161925,0
"13379",0.38,6,116,1,256,1.021538887,0
"13380",0.38,6,116,1,256,1.028531148,0
"13381",0.39,6,116,1,256,1.031268069,0
"13382",0.4,6,116,0,256,0.999794961,0
"13383",0.41,6,116,0,256,0.989640258,0
"13384",0.42,6,116,0,256,0.967078762,0
"13385",0.43,6,116,0,256,0.995989115,0
"13386",0.45,6,116,0,256,0.995652434,0
"13387",0.38,6,121,0,256,1.004639403,0
"13388",0.38,6,121,1,256,1.015327685,0
"13389",0.39,6,121,0,256,1.0007833,0
"13390",0.39,6,121,0,256,0.98473585,0
"13391",0.4,6,121,1,256,1.03144895,0
"13392",0.4,6,121,1,256,1.032607057,0
"13393",0.41,6,121,0,256,0.988080583,0
"13394",0.43,6,121,0,256,0.968300355,0
"13395",0.44,6,121,0,256,0.995972721,0
"13396",0.45,6,121,0,256,0.995305213,0
"13397",0.4,6,126,1,256,1.005065068,0
"13398",0.4,6,126,0,256,1.004535364,0
"13399",0.4,6,126,0,256,1.004273307,0
"13400",0.4,6,126,0,256,0.956968591,0
"13401",0.41,6,126,0,256,1.001433089,0
"13402",0.41,6,126,1,256,1.036915583,0
"13403",0.42,6,126,1,256,1.067944662,0
"13404",0.43,6,126,1,256,1.045555295,0
"13405",0.44,6,126,1,256,1.072136033,0
"13406",0.44,6,126,1,256,1.076740077,0
"13407",0.41,6,131,1,256,1.026610073,0
"13408",0.41,6,131,1,256,1.00714789,0
"13409",0.41,6,131,0,256,0.949962937,0
"13410",0.42,6,131,1,256,1.020900845,0
"13411",0.42,6,131,1,256,1.024645799,0
"13412",0.42,6,131,1,256,1.034895107,0
"13413",0.43,6,131,1,256,1.033984357,0
"13414",0.43,6,131,0,256,0.982310901,0
"13415",0.44,6,131,1,256,1.067669218,0
"13416",0.44,6,131,1,256,1.048569575,0
"13417",0.43,6,136,0,256,0.979548474,0
"13418",0.43,6,136,1,256,1.006994598,0
"13419",0.43,6,136,1,256,1.022437445,0
"13420",0.43,6,136,1,256,1.01794386,0
"13421",0.43,6,136,1,256,1.020675506,0
"13422",0.43,6,136,0,256,1.001580748,0
"13423",0.43,6,136,1,256,1.021052167,0
"13424",0.44,6,136,1,256,1.015354007,0
"13425",0.44,6,136,1,256,1.008930579,0
"13426",0.44,6,136,1,256,1.027817957,0
"13427",0.44,6,141,0,256,0.980011787,0
"13428",0.44,6,141,0,256,0.98192152,0
"13429",0.44,6,141,0,256,1.002906663,0
"13430",0.44,6,141,1,256,1.016718628,0
"13431",0.44,6,141,1,256,1.015149643,0
"13432",0.44,6,141,0,256,1.001893799,0
"13433",0.44,6,141,1,256,1.023740192,0
"13434",0.44,6,141,0,256,0.967759476,0
"13435",0.44,6,141,1,256,1.028611867,0
"13436",0.45,6,141,1,256,1.026440939,0
"13437",0.46,6,146,0,256,0.981354821,0
"13438",0.46,6,146,0,256,1.002481035,0
"13439",0.45,6,146,0,256,0.993036205,0
"13440",0.45,6,146,0,256,0.986779724,0
"13441",0.45,6,146,0,256,1.002824953,0
"13442",0.45,6,146,1,256,1.018967095,0
"13443",0.45,6,146,0,256,1.000953006,0
"13444",0.45,6,146,0,256,0.936557163,0
"13445",0.45,6,146,1,256,1.016863449,0
"13446",0.45,6,146,0,256,0.998399387,0
"13447",0.48,6,151,0,256,0.972849098,0
"13448",0.47,6,151,0,256,0.997631042,0
"13449",0.47,6,151,0,256,0.997949047,0
"13450",0.47,6,151,0,256,0.987205946,0
"13451",0.47,6,151,1,256,1.016846649,0
"13452",0.47,6,151,1,256,1.014825064,0
"13453",0.47,6,151,1,256,1.018054507,0
"13454",0.47,6,151,0,256,0.922956248,0
"13455",0.46,6,151,0,256,0.99964657,0
"13456",0.46,6,151,0,256,1.000844428,0
"13457",0.49,6,156,0,256,0.978140654,0
"13458",0.49,6,156,0,256,0.993905396,0
"13459",0.49,6,156,0,256,0.99459615,0
"13460",0.49,6,156,0,256,0.975755856,0
"13461",0.49,6,156,1,256,1.01176565,0
"13462",0.48,6,156,1,256,1.015499997,0
"13463",0.48,6,156,0,256,0.948871217,0
"13464",0.48,6,156,0,256,1.000429681,0
"13465",0.48,6,156,0,256,0.999732354,0
"13466",0.48,6,156,0,256,1.000750065,0
"13467",0.5,6,161,0,256,0.973138288,0
"13468",0.5,6,161,0,256,0.992527756,0
"13469",0.49,6,161,0,256,0.994367809,0
"13470",0.49,6,161,0,256,0.975921841,0
"13471",0.49,6,161,0,256,0.944939524,0
"13472",0.49,6,161,1,256,1.010984495,0
"13473",0.49,6,161,0,256,1.000649772,0
"13474",0.49,6,161,0,256,1.000068447,0
"13475",0.48,6,161,0,256,0.999650729,0
"13476",0.48,6,161,0,256,1.000474988,0
"13477",0.49,6,166,0,256,0.971508589,0
"13478",0.5,6,166,0,256,0.986923406,0
"13479",0.5,6,166,0,256,0.993788236,0
"13480",0.5,6,166,0,256,0.977874214,0
"13481",0.5,6,166,0,256,0.942626138,0
"13482",0.5,6,166,0,256,1.000410354,0
"13483",0.5,6,166,0,256,1.000376671,0
"13484",0.5,6,166,0,256,0.999981513,0
"13485",0.5,6,166,0,256,1.000329543,0
"13486",0.49,6,166,0,256,1.00040885,0
"13487",0.49,6,171,0,256,0.973758644,0
"13488",0.49,6,171,0,256,0.983271977,0
"13489",0.5,6,171,0,256,0.976259771,0
"13490",0.5,6,171,0,256,0.915400823,0
"13491",0.51,6,171,0,256,1.000556443,0
"13492",0.51,6,171,0,256,1.000316673,0
"13493",0.51,6,171,0,256,1.000339418,0
"13494",0.51,6,171,0,256,0.999935903,0
"13495",0.51,6,171,0,256,1.000257057,0
"13496",0.5,6,171,0,256,1.000462113,0
"13497",0.48,6,176,0,256,0.977052951,0
"13498",0.48,6,176,0,256,0.99558358,0
"13499",0.48,6,176,0,256,0.978274835,0
"13500",0.49,6,176,0,256,0.915362133,0
"13501",0.5,6,176,0,256,1.000614297,0
"13502",0.5,6,176,0,256,1.000360694,0
"13503",0.51,6,176,0,256,1.000024101,0
"13504",0.52,6,176,0,256,1.000691513,0
"13505",0.52,6,176,0,256,1.000231875,0
"13506",0.51,6,176,0,256,1.000433127,0
"13507",0.47,6,181,0,256,0.975968642,0
"13508",0.47,6,181,0,256,0.995403459,0
"13509",0.48,6,181,0,256,0.97835767,0
"13510",0.48,6,181,0,256,0.914185359,0
"13511",0.49,6,181,0,256,1.000759639,0
"13512",0.5,6,181,0,256,1.000469391,0
"13513",0.5,6,181,0,256,1.000013715,0
"13514",0.51,6,181,0,256,1.000316079,0
"13515",0.51,6,181,0,256,1.000238695,0
"13516",0.52,6,181,0,256,1.0003176,0
"13517",0.46,6,186,0,256,0.976783355,1
"13518",0.46,6,186,0,256,0.995338463,1
"13519",0.46,6,186,0,256,0.979046929,1
"13520",0.47,6,186,0,256,0.976343147,1
"13521",0.47,6,186,0,256,1.000689273,1
"13522",0.48,6,186,0,256,1.000685015,1
"13523",0.49,6,186,0,256,1.000434347,1
"13524",0.49,6,186,0,256,1.000338671,1
"13525",0.5,6,186,0,256,1.000324023,1
"13526",0.5,6,186,0,256,1.000299166,1
"13527",0.44,6,191,0,256,0.979905745,1
"13528",0.45,6,191,0,256,0.999128834,1
"13529",0.45,6,191,0,256,0.911730852,1
"13530",0.45,6,191,0,256,0.976854306,1
"13531",0.46,6,191,0,256,1.000714688,1
"13532",0.47,6,191,0,256,1.000700082,1
"13533",0.47,6,191,0,256,0.992102127,1
"13534",0.48,6,191,0,256,0.99219851,1
"13535",0.48,6,191,0,256,1.000453808,1
"13536",0.48,6,191,0,256,1.000223603,1
"13537",0.43,6,196,0,256,0.983485697,0
"13538",0.43,6,196,0,256,1.000708647,0
"13539",0.43,6,196,0,256,0.918899321,0
"13540",0.44,6,196,0,256,0.99011724,0
"13541",0.45,6,196,0,256,0.990365176,0
"13542",0.45,6,196,0,256,0.990860522,0
"13543",0.46,6,196,0,256,0.991969812,0
"13544",0.46,6,196,0,256,0.991957827,0
"13545",0.47,6,196,0,256,1.000389415,0
"13546",0.47,6,196,1,256,1.016175019,0
"13547",0.42,6,201,0,256,0.983368798,0
"13548",0.43,6,201,1,256,1.006648582,0
"13549",0.43,6,201,0,256,0.988687969,0
"13550",0.43,6,201,0,256,0.989935903,0
"13551",0.44,6,201,0,256,0.99015447,0
"13552",0.44,6,201,0,256,0.992777758,0
"13553",0.45,6,201,0,256,0.991767989,0
"13554",0.45,6,201,0,256,0.991688058,0
"13555",0.46,6,201,0,256,1.000298506,0
"13556",0.46,6,201,1,256,1.015738453,0
"13557",0.37,6,206,0,256,0.995663118,0
"13558",0.41,6,206,1,256,1.005957566,0
"13559",0.41,6,206,0,256,0.988822844,0
"13560",0.42,6,206,0,256,0.989992911,0
"13561",0.42,6,206,0,256,0.990056831,0
"13562",0.43,6,206,0,256,0.992589197,0
"13563",0.43,6,206,0,256,0.993761438,0
"13564",0.44,6,206,0,256,0.991869672,0
"13565",0.44,6,206,0,256,1.000186002,0
"13566",0.45,6,206,1,256,1.015431266,0
"13567",0.37,6,211,0,256,0.999863474,0
"13568",0.37,6,211,0,256,0.953322656,0
"13569",0.37,6,211,0,256,0.998575376,0
"13570",0.38,6,211,0,256,0.998585735,0
"13571",0.41,6,211,0,256,0.990215965,0
"13572",0.42,6,211,1,256,1.006177295,0
"13573",0.42,6,211,0,256,0.993529878,0
"13574",0.42,6,211,0,256,0.993783496,0
"13575",0.43,6,211,1,256,1.013708313,0
"13576",0.43,6,211,1,256,1.013785366,0
"13577",0.37,6,216,0,256,0.999950323,0
"13578",0.37,6,216,1,256,1.02108446,0
"13579",0.38,6,216,0,256,0.999695246,0
"13580",0.38,6,216,0,256,0.998435681,0
"13581",0.38,6,216,0,256,0.997488831,0
"13582",0.38,6,216,1,256,1.009046608,0
"13583",0.38,6,216,1,256,1.009557996,0
"13584",0.38,6,216,0,256,0.999589521,0
"13585",0.39,6,216,1,256,1.010449439,0
"13586",0.42,6,216,1,256,1.013616426,0
"13587",0.37,6,221,0,256,0.99926066,0
"13588",0.37,6,221,1,256,1.022471642,0
"13589",0.38,6,221,0,256,0.999838582,0
"13590",0.38,6,221,0,256,0.998512032,0
"13591",0.38,6,221,0,256,0.998249198,0
"13592",0.38,6,221,0,256,0.998740816,0
"13593",0.38,6,221,0,256,1.000240135,0
"13594",0.39,6,221,0,256,0.999933899,0
"13595",0.39,6,221,1,256,1.0082138,0
"13596",0.39,6,221,1,256,1.017348764,0
"13597",0.37,6,226,0,256,0.99905859,0
"13598",0.37,6,226,0,256,0.999960491,0
"13599",0.37,6,226,0,256,0.999545663,0
"13600",0.38,6,226,0,256,0.998525819,0
"13601",0.38,6,226,0,256,0.997894088,0
"13602",0.38,6,226,1,256,1.007543996,0
"13603",0.39,6,226,0,256,0.999773663,0
"13604",0.39,6,226,0,256,0.998841762,0
"13605",0.39,6,226,1,256,1.006236286,0
"13606",0.39,6,226,1,256,1.015739704,0
"13607",0.36,6,231,0,256,0.937049061,0
"13608",0.36,6,231,0,256,0.999723572,0
"13609",0.36,6,231,0,256,0.999237999,0
"13610",0.36,6,231,0,256,0.998220308,0
"13611",0.37,6,231,0,256,0.997184705,0
"13612",0.37,6,231,1,256,1.006123459,0
"13613",0.37,6,231,1,256,1.006165184,0
"13614",0.38,6,231,0,256,0.998242431,0
"13615",0.38,6,231,1,256,1.01507808,0
"13616",0.38,6,231,1,256,1.014155836,0
"13617",0.35,6,236,0,256,0.938304945,0
"13618",0.35,6,236,0,256,0.999444553,0
"13619",0.35,6,236,0,256,0.998879654,0
"13620",0.35,6,236,0,256,0.997848604,0
"13621",0.36,6,236,0,256,0.996798845,0
"13622",0.36,6,236,1,256,1.006691131,0
"13623",0.36,6,236,1,256,1.009031496,0
"13624",0.36,6,236,1,256,1.008051619,0
"13625",0.37,6,236,1,256,1.013734613,0
"13626",0.37,6,236,1,256,1.012609381,0
"13627",0.34,6,241,0,256,0.938065747,0
"13628",0.35,6,241,0,256,0.999540286,0
"13629",0.34,6,241,1,256,1.020045739,0
"13630",0.35,6,241,0,256,0.997801193,0
"13631",0.35,6,241,0,256,0.999852992,0
"13632",0.35,6,241,0,256,1.001658868,0
"13633",0.36,6,241,0,256,1.003374364,0
"13634",0.36,6,241,0,256,0.99984136,0
"13635",0.36,6,241,1,256,1.013567111,0
"13636",0.36,6,241,1,256,1.011638059,0
"13637",0.33,6,246,0,256,0.938456609,0
"13638",0.34,6,246,0,256,0.999239258,0
"13639",0.33,6,246,0,256,0.998667758,0
"13640",0.34,6,246,0,256,0.997378935,0
"13641",0.34,6,246,0,256,0.999350934,0
"13642",0.34,6,246,0,256,1.002168598,0
"13643",0.34,6,246,1,256,1.005439282,0
"13644",0.35,6,246,1,256,1.012671772,0
"13645",0.35,6,246,1,256,1.018790165,0
"13646",0.35,6,246,1,256,1.010208511,0
"13647",0.32,6,251,0,256,0.938845253,0
"13648",0.32,6,251,0,256,0.998929426,0
"13649",0.32,6,251,0,256,0.998282566,0
"13650",0.33,6,251,0,256,0.996931593,0
"13651",0.33,6,251,0,256,0.998813612,0
"13652",0.33,6,251,1,256,1.008422941,0
"13653",0.33,6,251,1,256,1.010138155,0
"13654",0.33,6,251,1,256,1.012112794,0
"13655",0.34,6,251,1,256,1.017540068,0
"13656",0.34,6,251,1,256,1.015112088,0
"13657",0.31,6,256,0,256,0.998073514,0
"13658",0.31,6,256,0,256,1.000937985,0
"13659",0.31,6,256,0,256,1.001437846,0
"13660",0.32,6,256,1,256,1.006144993,0
"13661",0.32,6,256,1,256,1.006616022,0
"13662",0.32,6,256,1,256,1.007797363,0
"13663",0.32,6,256,1,256,1.042131782,0
"13664",0.32,6,256,1,256,1.011741803,0
"13665",0.32,6,256,1,256,1.016336645,0
"13666",0.33,6,256,1,256,1.013746498,0
"13667",0.31,6,261,0,256,0.99815366,0
"13668",0.31,6,261,0,256,1.00106388,0
"13669",0.31,6,261,0,256,1.001527287,0
"13670",0.31,6,261,1,256,1.024697623,0
"13671",0.31,6,261,1,256,1.006559573,0
"13672",0.32,6,261,1,256,1.008498535,0
"13673",0.32,6,261,1,256,1.042623558,0
"13674",0.32,6,261,1,256,1.011817428,0
"13675",0.32,6,261,1,256,1.01127309,0
"13676",0.32,6,261,1,256,1.014328007,0
"13677",0.3,6,266,0,256,1.001163302,0
"13678",0.3,6,266,1,256,1.00707706,0
"13679",0.3,6,266,1,256,1.005544736,0
"13680",0.3,6,266,1,256,1.023697765,0
"13681",0.3,6,266,1,256,1.006004221,0
"13682",0.3,6,266,1,256,1.007857716,0
"13683",0.31,6,266,1,256,1.041920986,0
"13684",0.31,6,266,1,256,1.011344947,0
"13685",0.31,6,266,1,256,1.00913284,0
"13686",0.31,6,266,1,256,1.009641971,0
"13687",0.48,6,46,0,271,0.968589753,0
"13688",0.49,6,46,0,271,0.972307402,0
"13689",0.49,6,46,0,271,0.913385826,0
"13690",0.49,6,46,0,271,0.802361812,0
"13691",0.48,6,46,1,271,1.029160198,0
"13692",0.48,6,46,0,271,0.954265104,0
"13693",0.48,6,46,0,271,0.964107153,0
"13694",0.48,6,46,0,271,0.992386966,0
"13695",0.48,6,46,0,271,0.958730825,0
"13696",0.48,6,46,0,271,0.999999136,0
"13697",0.49,6,51,1,271,1.018897461,0
"13698",0.5,6,51,0,271,1.004111113,0
"13699",0.5,6,51,1,271,1.014232407,0
"13700",0.5,6,51,0,271,0.874047015,0
"13701",0.5,6,51,0,271,0.988227112,0
"13702",0.5,6,51,0,271,0.968557104,0
"13703",0.5,6,51,0,271,0.959579708,0
"13704",0.5,6,51,1,271,1.011665966,0
"13705",0.5,6,51,0,271,0.964787616,0
"13706",0.5,6,51,0,271,0.966366791,0
"13707",0.49,6,56,1,271,1.014583086,0
"13708",0.5,6,56,1,271,1.005860252,0
"13709",0.5,6,56,0,271,0.96134305,0
"13710",0.5,6,56,0,271,0.911131167,0
"13711",0.5,6,56,0,271,0.945561448,0
"13712",0.51,6,56,0,271,0.97898638,0
"13713",0.51,6,56,1,271,1.023500353,0
"13714",0.51,6,56,0,271,0.980321153,0
"13715",0.51,6,56,1,271,1.028402462,0
"13716",0.51,6,56,0,271,0.972002011,0
"13717",0.46,6,61,1,271,1.043812814,0
"13718",0.47,6,61,0,271,0.991981709,0
"13719",0.47,6,61,0,271,0.929465469,0
"13720",0.48,6,61,0,271,0.928731871,0
"13721",0.5,6,61,0,271,0.941291346,0
"13722",0.5,6,61,0,271,0.981334331,0
"13723",0.5,6,61,1,271,1.023035798,0
"13724",0.5,6,61,0,271,0.981053016,0
"13725",0.51,6,61,1,271,1.028239779,0
"13726",0.51,6,61,1,271,1.032512325,0
"13727",0.44,6,66,1,271,1.058095378,0
"13728",0.44,6,66,0,271,0.996997574,0
"13729",0.45,6,66,0,271,0.927812958,0
"13730",0.46,6,66,0,271,0.970005024,0
"13731",0.48,6,66,1,271,1.008141789,0
"13732",0.49,6,66,0,271,0.990686431,0
"13733",0.5,6,66,0,271,0.974426282,0
"13734",0.5,6,66,1,271,1.01746258,0
"13735",0.5,6,66,1,271,1.020458052,0
"13736",0.5,6,66,1,271,1.028968162,0
"13737",0.42,6,71,1,271,1.056941763,0
"13738",0.42,6,71,1,271,1.012364659,0
"13739",0.42,6,71,0,271,0.994886548,0
"13740",0.45,6,71,0,271,1.004277245,0
"13741",0.47,6,71,1,271,1.008833962,0
"13742",0.48,6,71,1,271,1.01332232,0
"13743",0.49,6,71,1,271,1.010773503,0
"13744",0.49,6,71,0,271,0.970798321,0
"13745",0.49,6,71,1,271,1.016307998,0
"13746",0.5,6,71,1,271,1.022590273,0
"13747",0.4,6,76,0,271,0.992552028,0
"13748",0.41,6,76,1,271,1.020768534,0
"13749",0.41,6,76,1,271,1.005570928,0
"13750",0.42,6,76,0,271,0.996853925,0
"13751",0.42,6,76,0,271,1.000606388,0
"13752",0.42,6,76,0,271,0.997579407,0
